Nowadays, it is extremely difficult to imagine how workers lived ten years ago, especially because of the incredibly fast evolution in technology. 	C1

I would make a totally new programme, in which the following points must be improved:  	C1

Because our debates do not draw as large a number of students as the guest appearances, but are still enjoyed by a relevant number of students, we propose a change of focus for the events. 	C2

It was such a riddle that I went and saw my psycho-analyst, who revealed to me that I once had so strong a shock that I was now walking and hiding my money in my sleep. 	C2

We have a big garden and a small swimming pool. 	A1

My name is Bogdan. I am your new neighbour. 	A1

I like my home because I have a nice park next to my house. 	A1

I like my home because my bedroom is big. 	A1

This place is lovely. 	A1

My kitchen is nice. 	A1

This place is beautiful. 	A1

the main reason is that I am practising the language. 	A2

But the only thing that I didn't like was the weather. 	A2

Yes, I am free Monday morning. 	A1

I love her because she is friendly. 	A1

It is black and it looks perfect. 	A2

I bought them because I feel comfortable when I am wearing these clothes. 	A2

I was very nervious because I was  alone at the bus station  	B1

On that night while I was watching TV, I was almost  asleep , the door bell rang. 	B1

We went in the room and I was very happy that my father was still  alive. 	B1

The main character in the programme is a journalist who is visiting the town. 	B1

Dear Fiona, I see you are in a complicated situation, aren't you? 	B1

The first of them had long dark hair and the second one had short fair curly hair. 	B1

In the evening, we used to go to a famous restaurant where you can eat delicious local food. 	B1


I decided to see the "Zorro's Mask" because it's an amusing and entertaining action film and love-story. 	B1

That's something that makes me angry! 	B1

 you should tell them that you don't want to make them sad but you really want to go on holiday with your friends. 	B1

Maria realised that being kind and trying to make other people happy is always the best way! 	B1

I like cooking and I want to cook something special. 	B1

But something terrible happened next; I was so nervous that I stopped breathing! 	B1

There is nothing interesting on TV, nothing for teenagers. 	B1

When tourists arrive, there is no area to park. This is a real problem and our town is becoming very dangerous for children; every week there is an accident. 	B2

Making friends is easy but to get a real, true friend is hard. 	B2

Suddenly the lights went out and I found myself standing in  complete darkness. 	B2

After the teacher had told us to start, there was absolute silence. 	B2

I think we all are very concerned about the present situation. 	B2

We would like to hear you talk about your novels, your work in general and about your future plans. 	B2

In the big hall, in former times, lots of parties took place. 	B2

First of all, I would recommend providing a wider range of films and introducing discussions after each film shown. 	C1

It is believed that if some improvements are made, the club will live up to the high standards required . 	C1

As a conclusion, I shall say that the major problem concerns the exam. 	C1

It is located in the very centre of Pisa, in a magnificent ancient building. 	C2

She's my best friend. 	A1

Shahin is my best friend. 	A1

It is the biggest zoo in the world. 	A2

They were the happiest days of my life. 	A2

It's the biggest room in the house. 	A2

I bought them because they are the cheapest clothes in the shop. 	A2

My teacher said that it was the best project of all. 	B1

I learned to surf, this was the best part of the trip. 	A2

Hi, Ally. You will miss the best party of the year! 	A2

My relatives gave me presents but the computer game was the best. 	A2

But Mark's present was the most beautiful! 	A2

 it's the biggest and oldest museum in Libya. 	A2

It's the biggest room in the house. 	A2

 it's the biggest and oldest museum in Libya. 	A2

It was the cheapest in this shop! 	A2

The easiest way to get my house is by Underground. 	A2

 you are the funniest person that I have ever seen! 	A2

I bought these clothes for my youngest brother .... 	A2

 Please wear your oldest clothes. 	A2

I always watch the latest music videos from there. 	A2

I like it because it's the largest. 	A2

But the nicest thing at my party was my presents. 	A2

It has the latest technology. 	A2

The best place is La Baule, which is Europe's biggest beach. 	A2

We love football competitions because here in Uruguay football is the most popular sport. 	A2

It is the most famous place in Edinburgh and it is interesting too. 	A2

The problem was that it was the most expensive mobile in the shop. 	A2

Yesterday was the most exciting day of my life! 	B1

Well, exercise is undoubtedly the most important thing in our lives for our health. 	B1

It was the best birthday present I have ever had. 	B1

That is the best game I've ever played. 	B1

It was one of the best days of my life. 	B1

I recommend that you should go to Akihabara, which is one of the most famous places in Tokyo. 	B1

Summer is the best time to visit Poland. 	B1

I'm sorry but I'm afraid that I'm not the best person to ask about TV, because I'm up to my eyes at work and I don't have any time to spend watching TV. 	B1

There, people wear their best clothes. 	B1

Tomorrow I'm expecting a delivery of our latest catalogues. 	B1

As you know, I've already visited almost fifty forests all over the world but I think this one is by far the most beautiful of all. 	B2

When I was a child, Christmas morning was by far the most exciting and happiest moment. 	B2

There have been so many embarrassing moments in my life. It's very difficult to pick the most embarrassing. 	B2

I'm not quite sure if I agree that the car is the greatest danger to human life today, but it sure is one of the greatest. 	B2

That period of my life was one of the worst . 	B2

To be honest, I think that, to be in competition with other markets, we need to be updated and the easiest way to do it is to use computers. 	B2

For those people who don't work and can't afford a car, a bicycle is perhaps the cheapest way to travel in the city. 	B2

What is more, in order to increase sales of the new model to the highest possible level, the possibility of entering the Asian markets should be considered. 	C1

I am fond of the idea of working in Central London. It absolutely is the best possible location , I cannot deny that. 	C1

It is not the shortest possible route, but the easiest for people with luggage. 	C1

 we want to present ourselves in the best way possible. 	C1

this cleansing gel will definitely produce good results in the shortest time possible. 	C1

Achieving health by using her common sense and having fun while doing it is probably her greatest performance ever and, if elected, she could share that with the world. 	C1

I should not end my relationship with Alex by phone, without giving him the slightest explanation. 	C2

They act as consumers, nothing more, and never show the slightest interest in learning and sharing opinions with the locals. 	C2

I haven't the faintest idea. 	C2

Take care. See you soon. 	A1

Get well soon. 	A1

My girlfriend is here with me. 	A1

I was born there and I lived there over twenty years. 	A1

I go there every year with my friends. 	A1

I like Dorchester's people, they are always very friendly and polite. 	A1

I always see Safora because she lives near my home. 	A1

Sometimes I go to the beach. 	A1

He's a very good man. 	A1

I'm very happy in my home. 	A1

I really like theatre and a classical music. 	A1

I really love my space! 	A1

I like my garden very much. 	A1

Yesterday I went shopping. 	A2

I've just seen your mail. 	A2

I am working very hard now because I want to earn some money. 	A2

 I've already seen it. 	A2

People usually try to eat their breakfast between 7 and 9 am. 	A2

I have to pay weekly or monthly? 	A2

I often go to the Shanghai Museum. 	A2

You never remember anything! 	A2

I went to Vinpearland. It's so beautiful. 	A2

It was quite expensive, it cost £100. 	A2

The weather was too hot. 	A2

I am looking forward to seeing you so much! 	A2

We listened to music and we danced a lot too. 	A2

 both the players played well. 	A2

You must go straight, then turn left. 	A2

Some of them can swim very fast. 	A2

 It's very colourfull, and it goes very quickly. 	A2

I also bought some t-shirts. 	A2

 I don't like green, so I decided to use blue, could you help me to paint my room? 	A2

Yesterday I bought some clothes: trousers and skirts  However, the clothes were cheap. 	A2

 It's only two hours. 	A2

It was only €70. It is pink. it looks very nice. 	A2

It was just £15. 	A2

First we had a dinner in a very expensive restaurant, then we went to a disco. 	A2

We can meet at 6 pm at my house, and then we can get to the sports centre by bus. 	A2

 First, we played housie and blind man's bluff. After that a magician showed us a lot of magic tricks. 	A2

Or maybe we can walk to there, because it's not far from my house. 	A2

Perhaps I left it in your living room. 	A2

It's very nice that you're going to help me to paint my bedroom. Actually I want you to decide what colour that my room should be. 	A2

Unfortunately, my team lost. 	A2

 It costs €450 and of course it is black. You know black is my favorite color. 	A2

I'm sorry you can't find it. 	A2

Dear Kate, I went to the cinema with a new friend recently. 	B1

I immediately called her to see if everything was O.K. 	B1

You can't go far away because I don't think your parents want to pay for it. 	B1

He went downstairs. 	B1

After the film we went to a shop nearby for lunch and after that we went to a park and played all sorts of games. 	B1

When I came to England, one year ago, I didn't know any English word, now I'm very happy because I don't speak very well but I can understand and speak a little. 	B1

I suggest you to take a little break of about one minute between hours and walk to relax a bit. 	B1

I go to bed and I read just a little bit. 	B1

Oh, I really really like her very friendly and lovely smile. 	B1

I am not keen on football so, I think it is really really borring. 	B1

They are like my sisters. We go everywhere together. 	B1

You are a sweet and caring guy and wherever you'll go, you'll fit in easily! 	B1

Of course you have to eat carefully. 	B1

Then I took a knife and opened it very carfully and slowly like there was something breakable in it. 	B1

You don't like city's with a lot of people. Therefore I suggest you go to a small school in the countryside, near your new home. 	B1

I decided to join these classes because I have to improve my reading, writing and speaking in English. Furthermore I want to write my thesis in an English-speaking country next year. 	B1

Please let me know if you can collect it otherwise I will ask my other Turkish friend. 	B1

I usually read in my free time but particularly in the evenings before I go to the bed. 	B1

As you know I love dolphins and all programmes about Nature and Wild life, especially the Discovery Channel. 	B1

Firstly, I advise you to visit both schools. 	B1

Firstly, we need a good expert to run the course. 	B1
Secondly, good materials are needed. 	B1

What's more, this topic is very useful, it could offer so many professional suggestions . Finally , in my opinion, this topic is very interesting. 	B1

My boss' talk will be about the advantages and drawbacks which overseas sells bring  . Actually , he is very interested in this subject because our company is trying to expand and sell abroad. 	B1

 And it will probably be on TV next month! 	B1

If I were you I'd certainly choose not to go with your parents. 	B1

I will definitely give you the bicycle by 5.30 pm or latest by 5.45 pm. 	B1

I am completely sure. 	B1

It's obviously much more fun to go on vacation with your friends, but your parents will be sad and worry about you all the time you're gone. 	B1

I am clearly a fashion victim and it's not a fault. 	B1

Actually she's my best friend I met her this year when the school started. 	B1

Luckily my cousin is now recovering of his illness and all my family is really happy. 	B1

I don't watch a lot of TV, sadly I don't have time. 	B1

Surely it depends where your family goes, and where you are going to go with your friends! 	B1

I look forward hearing from you shortly and I thank you in advance. 	B2

It sounded like a muffled laugh, and she instantly recognised it as her mother's. 	B2

It isn't the job you will do permanently . 	B2

You know it's very difficult to decide what to buy if you need both things simultaneously. 	B2

The trend that has appeared rather recently and is very common among young people nowadays is named "casual chique". 	C2

She realises that he is a very dangerous man and that she should take his warning seriously. 	B2

Today I read the notice "Volunteers needed urgently " and I would like to be one. 	B2

As our parking space has been used illegally by the public, we will change our parking system. 	B2

It deals with the friendship between two completely different men. 	C1

It is extremely important that the project is finished before September. 	C1

The last thing I would like to mention is that you have lost a single passenger's luggage three times, which is totally unacceptable. 	C1

It was undoubtedly an unforgettable experience. 	C1

Television programms are undeniably a way of keeping ourselves well-informed and open to a special knowledge of every aspect of our lives. 	C1

I bought a skirt, a pair of jeans and a white dress, because I absolutely need new clothes for your party! 	A2

Obviously everybody has the right to be on a strike. 	C1

We can't truly blame ourselves for this unlucky beginning. 	C1

Apparently someone made a mistake writing the details I gave over the phone. 	C1

Naturally , I inclined towards the second option. 	C1

Luckily for me, I stayed with a kind and helpful host family but they lived four miles from the school. 	C1

He came out from school at the age of 16, and joined the "Universidad xxx" - the best one in Chile, supposedly - to study Economics 	C2

The author of the letter apparently has no experience of being a parent in our times. 	C2

He was quite nice to me, surprisingly and he told him that he would do his best but that the music was not too loud. 	C2

My home is very nice. 	A1

My teacher is very good. 	A1

I hope you get well very soon. 	A1

I don't like it at college when I have a lesson very early. 	A1

I really like Japanese music. 	A1

I like my college very much. 	A1

I always go to the park with my children. We sometimes go to the shopping centre. 	A1

I am happy here because people are very nice. 	A1

I hope you will be there. 	A1

You must go there. 	A1

I'm so happy because you can come! 	A2

 It's really important for me, because I need to do some homework. 	A2

But it is too expensive. 	A2

I really liked it because all the candidates were professional and swam very fast. 	A2

I learned to use my phone very quickly and easily. 	A2

Yesterday I went shopping and bought some clothes. 	A2

First we had dinner in my house and after we went to the pub. 	A2

I just heard about your accident. 	A2

I often eat it at weekends. 	A2

We left really early on a Friday morning. 	B1

So I couldn't wait and I opened it very carefully. 	B1

You have to choose carefully. 	B1

My smile slowly disappeared as I finished my reading. 	B1

She looked at me seriously and said "Can you sing a song right now?” 	B1

But, obviously, you prefer going with your friends because you will have a better time. 	B1

Luckily, I arrived in time. 	B1

I think you should walk with a friend, otherwise it could be boring. 	B1

It would be quite a formal meeting. 	B2

I live rather a long way from work, about 10 km. 	B2

 After all, he is almost a human. 	B2

You can eat very well and pay almost nothing. 	B2

This is the most crowded place in my town and you can buy absolutely anything you like. 	B2

Today, thanks to the Internet, I can work at home almost all the time, which is far more relaxing and less boring. 	B2

There are probably very few of us who have never been to a zoo. 	B2

The attitude of young people today towards keeping fit and healthy has almost completely changed.  	C1

Moreover, making use of some techniques I practised in the How to Negotiate classes is something which happens to me quite frequently. 	C1

The mobile market is growing incredibly fast in Britain and your company is leading this process. 	C1

Recently, the charity organised a fun-raising day, which went  reasonably well . 	C1

My Spanish is slightly more fluent than my English, because I lived in Spain longer than in England. 	C1

It will be a bit more expensive than the bus but it's safer and quicker. 	C1

Despite all the controversies between these two generations, the grandchildren shouldn't forget that their grandparents are much more experienced. 	C1

My home is very light and very comfortable. 	A1

I have a really good friend, her name is Dylma. 	A1

In my free time I always listen to music, watch TV, clean my room ... 	A1

She sometimes goes to the cinema and to the disco. 	A1

Sometimes I go to the beach. 	A1

I like writing and speaking but sometimes I like listening. 	A1

You can bring some music . Maybe we can dance. 	A1

I really love walking. 	A1

I really like my kitchen, because it is big. 	A1

Get well soon. 	A1

I hope to see you soon. 	A1

 because I not working also I will wake up late . 	A1

I have many friends there. 	A1

I like this place because my parents live there. 	A1

I'm so glad you are coming. 	A2

They are quite expensive. 	A2

The only bad thing is, it was too cold! 	A2

 However I can study only on Monday, Tuesday and Wednesday, because I am working in the restaurant. 	A2

Perhaps I left it in your living room. 	A2

Just wait right at the door, I will be there. 	A2

I bought it because it is very pretty, but it wasn't expensive, I only spent thirty pounds! 	A2

We also eat rice every day. 	A2

Yes, I have finally bought a mobile phone. 	A2

We can also go to the meeting on Saturday evening. 	A2

Nick, I would really like to help with the concert. 	A2

Please answer me quickly because there are only eleven tickets. 	A2

My house is opposite the train station so you can find it easily. 	A2

I miss you a lot. 	A2

I am looking forward to seeing you so much! 	A2

It's very nice that you're going to help me to paint my bedroom. Actually I want you to decide what colour that my room should be. 	A2

Unfortunately, my team lost. 	A2

First, I bought one pair of shoes that cost €50 and then I bought a dress that cost me €75. 	A2

Never have I seen such a realistic and impressive film before. 	B2

Never had I thought that my parents would do this to me. 	B2

Hardly had he reached his front door when he heard the phone ringing. 	C2

Hardly had she finished her complaints when Bob stood up, paid and left. 	C2

Hardly had they arrived when they saw a sleek, black car leaving the house's yard. 	C2

In all actuality Piggy himself theoretically has all the necessary character traits and skills at his disposal that would ensure he would be an effective leader. 	C2

For the houses opposite the cargo area we strongly support the idea of a "green" wall, as it was mentioned in the report of the town council but surprisingly seems to have been forgotten afterwards. 	C2

I hope you will be fine very soon. 	A1

I like my job very much. 	A1

I love it so much. 	A2

I don't eat it very often, usually on Saturday. 	A2

I really need it right now because I'm waiting for a call from a department store. 	A2

 I usually run twice a week and I like them because they weigh only 120 grams, and I can run very fast. 	A2

I hope to fix the problem very quickly. 	A2

We get along quite well. 	B1

It will be really big and at first you will feel lonely, but there are so many people, you can find new friends really fast. 	B1

My style is almost always the same: light blue jeans, with a shirt and my old brown boots. 	B1

The pizza is just too good. 	B1

 It came out just yesterday. 	B1

Obviously, you can get to work by car quicker and more comfortably than by bicycle. 	B2

Furthermore, you have to repair your car much more often than your bicycle - so it's quite probable that you are going to spend plenty of time in the garage. 	B2

The computer system is such a quick system that we can search and analyse information much more quickly than before. 	B2

If we could get 2 million euros to invest in the new product "Stop 'n' run", profits will rise even more sharply than they did last year. 	B2

Even the beautiful, attractive cover and the extra Audio CD aren’t enough to justify the slightly higher price, especially because the value of this game will drop extremely rapidly. 	C1

Firstly, we should get some TV airtime, to catch the attention of a large number of people effectively and achieve a substantial market penetration relatively quickly. 	C1

Surprisingly enough, Meal's management was very responsive. 	C1

Sadly enough, I wasn't able to find any job proposals for us myself, so I'll just have to speculate on the results of your work. 	C1

Luckily enough, we have a garden where we can cook over an open fire, and as the temperatures in June are rather enjoyable here in Sweden, it actually works. 	C1

Luckily for you, I kept notes on everything we did, so I proudly present to you the top 4 of our course-days. 	C1

Unfortunately for some of them, the "holiday of their dreams" turned out to be rather nightmarish. 	C1

Especially in the period of 1999-2001, it shot up from 5 points to 7 points. 	C1

Probably in the next ten or more years, the engineering profession will be as much respected as it used to be twenty years ago. 	C1

Many politicians and owners of big enterprises have been able for a long time to work almost exclusively for their own interests. 	C2

It was so completely in harmony with the sun, the sea, the sand, the summer, I decided instantly that was the kind of thing I would like to keep and collect. 	C2

I like her because she is like me. 	A2

When you get to the station, you'll take "The Funiculaire." It's like a little train. 	A2

I wish our schools could become better than they are. 	B1

He is almost 60 years old, but he's faster than you can imagine. 	B1

The price of the delivery company we are now using is a little bit higher than we expected. 	B1

The floor is dark but the walls are white, so the room seems to be bigger than it is really. 	B1

Well, If I were you I would go to a small school in the countryside because it's less complicated than going to a large school in a town. 	B1

But if they refuse, you should go with your friends, because it will be more interesting than spending your holiday with parents. 	B1

Going away with friends will be more fun than sitting at home, so you should go with them. 	B1

When I come back from the hospital, I will try to cover the work as much as I can. 	B1

The weather is the best, it is not as cold as I expected, it is just perfect. 	B1

Now I've bought a computer and I'm not watching T.V. as often as I did. 	B1

I really don't like trousers as much as you do. 	B1

Use the stairs rather than the lift, the bike rather than the tube and whenever you've got enough time, try running around the neighbourhood in the morning before going to work. 	B1

Well, to me, it's better going to a large school, rather than a small one. 	B1

Eat healthy foods rather than fatty foods. 	B1

It's the best place that I have ever seen. 	B1

Well, the best decision that I've ever made was the decision to go to France for a year. 	B1

I think that's why this was the best decision I've ever made. 	B1

First of all, I think you are too young to go on holiday by yourself. 	B1

He always told me that he was too busy to write a letter to me. 	B1

I wasn't the only one in my class, there were many others at the same level as me. 	B1

In my opinion it's better to be with people who are the same age as you. 	B1

You like the same things as your friends. 	B1

When I read your letter, it reminded me of a problem I had  and which was almost the same as yours. 	B1

I was so tired that I didn't have the strength to stand up and ask him for a photograph. 	B1

I was so nervous that when the teacher talked to me, I shouted to answer him! 	B1

I was excited and I felt as if I was a bird. 	B1

So when you enter the restaurant you feel as if you are in Italy. 	B1

I think I will have to buy an umbrella because it looks as if it'll rain. 	B1

I got your letter last Friday, and it looks as if you've got a problem. 	B1

I enjoyed it a lot because as it was built many years ago. I felt as though I was in the year 1830! 	B1

Some people have told me that I look like a pop star when I wear it. 	B1

First he heard a disconcerting noise that sounded like a gun shot and then he saw a man running away holding a gun. 	B1

It smelled like roses. 	B1

Everything seemed tiny and small from above and I felt like a bird. 	B1

Your story is similar to my last dream. 	B1

The weather is sunny and hot, it's similar to Valencia's weather. 	B1

It is much easier to be single than to have a partner. 	B2

Due to the provisions and considerations of the contract which was never revised, I think that arbitration is more appropriate than to file an action in court against the tenant. 	B2


It performs better than expected and attracts many new customers, especially during the week. 	B2

It was probably the best comedy that anyone could ever have made; however, to the ones who were in the cinema, it didn't seem like a comedy but a horror film. 	B2

In my opinion this is the worst thing that can ever happen. 	B2

That is the clearest thing I can remember. 	B2

We have developed a new micro processor which is the fastest and smallest that exists at the moment. 	B2

In my opinion young people at that age are not mature enough to decide by themselves what they want for their future. 	B2

I think I am responsible enough to handle this job. 	B2

Maybe I'll do the same thing as you did. 	B1

She was the same as I remembered her, long-haired and green-eyed. 	B2

Some people say that friendship today is not the same as it used to be. 	B2

If you prefer watching TV rather than reading, you have to be critical: you mustn't in any way accept everything, every image that passes in front of your eyes. 	B2

I would say that we are keen on walking in the mountains rather than going on a shopping trip to Edinburgh. 	B2

So, at night they are mostly tired and it's much easier to sit down in front of the television set rather than take a book and read it. 	B2

I would prefer to sleep in tents rather than stay in rooms. 	B2

Her heart beat extremely fast, as if it was going to burst out of her chest. 	B2

I saw my mate crawling on the floor as if he was looking for something. 	B2

Everything was so familiar, so close, as though he had never left the place. 	B2

I'm sorry to say that she is not the best of cooks but she tries the best she can. 	C1

On Thursday I did the best I could. 	C1

However, to make sure that we offer the best we can, we would be grateful if you gave us a grant. 	C1

Travellers should not be so ignorant as to think they can understand other nationalities better when they have once lived in one of their hotels. 	C2

However, as soon as my glaring eyes met his, beseeching and helpless, I knew I couldn't endure being so cruel as to deny him my caring shoulder... 	C2

Should I be so fortunate as to win the scholarship, I would use it in a way that would not only affect me, but very much so also the area in which I live. 	C2

She closed her eyes as if to push those thoughts away. 	C2

There it was: the chef's body, hacked to pieces, a carving knife in his hand as if to scare off an enemy. 	C2

I was so frightened that my heart was beating like crazy as if trying to leave my body. 	C2

Because of this, my mother never denied us anything, as if trying to compensate for our father's death. 	C2

I like my college and I like my class. 	A1

On Sunday I visit my friends, but I often stay at home and I read books. 	A1

I like English lessons but I don't like physics. 	A1

I watch television, I read magazines or I sleep. 	A1

She likes to listen to music and watch TV. 	A1

After break we go to the class and play some games or study. 	A1

Sometimes I go to the park with my friend and play tennis and football. 	A1

I can clean or cook for you. 	A1

Your house is near to mine so turn down the 5th street and then go straight almost all the way. When you see the purple street turn there, then go to the left to the Red street, that is my street, my house is 17. 	A2

You start at your house, go straight ahead, then turn right. 	A2

By the time his mother arrived home, the suitcase was still lost, so Larry decided to tell her the truth, but then his mother showed him his suitcase and told Larry that he left it in the car. 	B1

If you want to go somewhere with your friends then do it and promise your parents that you will go with them the next holidays, or arrange a family day with them, because then your parents will know that you love them and that they are still very important to you. 	B1

Regarding your future plans, we would like to know which city you are going to move to, so that if we get the chance, we can either visit you or write to you. 	B1

In my opinion, you should either ask your parents if you can invite a few friends, or ask them to share your holidays. 	B1

You can either go to the gym or attend some special classes where you get gentle exercises. 	B1

I thought: "Either I talk to her now or I won't be able to talk to her anytime! 	B1

You will have a great time with your friends, because I know they are going to the seaside and staying in a hotel near the sea. 	B1

They chose our school because it's very modern and there are a lot of students. 	B1

Otherwise, if you want to relax and see your friend, the countryside will be the best. 	B1

You asked for my advice about either going on holiday with your parents or staying with your friends. 	B1

We neither walk nor do exercises. 	B2

They neither got married nor had children. 	B2

We should neither eat too much, nor eat too. 	B2

The atmosphere was friendly, not only because it wasn't too crowded, but also because the waiters always help you. 	B2

I really like it; not only because it is nice and colourful  but because I spent most of my childhood summers there. 	B2

And not only did they come for the most popular sports, such as football and basketball, but many other less known activities were very well attended. 	C1

Not only was he helpful but the students had the opportunity to watch videos and listen to music. 	C1

Not only has the cost improved, but also the value for money. 	C1

That night Kevin did not sleep; nor did Kristin. 	C2

